number,Name,Address,Location,Timings,PhoneNumber,Rating,NumberofRatings
133,"Ashok Nagar, Chennai","Shop No 38 (Old) 60 (New), Ground Floor, Jai Durga Apartment, Ashok Nagar, Chennai, Hot Chips, 1St Avenue, Chennai, Tamil Nadu, 600083",Chennai,11:00 AM to 09:30 PM,7428891139,4.9,1912
134,Urapakkam,"Urapakkam Flyover, Sri Balaji Nagar, Urapakkam, Perungalathur, Urapakkam, Chennai, Tamil Nadu, 603211",Chennai,11:00 AM to 09:30 PM,8447745638,4.9,1044
135,Thiruvottiyur,"Shop No 93, Ssm Complex, Rajakadai, Thiruvottiyur, Opposite Rohit Hospital, Chennai, Tamil Nadu, 600019",Chennai,11:00 AM to 09:00 PM,7428891142,4.9,1825
136,Velachery,"No 26, 15/17A, Velachery Bypass Road, Rajalakshmi Nagar, Velachery, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM,8447804958,4.9,1284
137,Aminjikarai,"Old # 295, New # 507, Ph Road, Aminjikarai, Chennai, Tamil Nadu, 600029",Chennai,11:00 AM to 09:30 PM,8929182172,4.9,1364
138,Singaperumal Koil,"9/6, Gst Road, Periyar Street, Periya Vinjiyam Bakkam, Singaperumal Koil, Opposite Icici Bank, Chennai, Tamil Nadu, 603204",Chennai,11:00 AM to 09:30 PM,8447913903,4.9,937
139,West K K Nagar,"Shop No 1069, Munusamy Salai, West K K Nagar, Next To Puducherry Guest House, Chennai, Tamil Nadu, 600078",Chennai,11:00 AM to 09:00 PM,7428890083,4.8,1206
140,Tirumullaivoyal,"No 62/1, Cth Road, Near Ss Briyani, Thirumullaivoyal, Opposite Indian Bank, Chennai, Tamil Nadu, 600062",Chennai,10:30 AM to 09:30 PM,8929435405,4.9,1208
141,"Phoenix Market City Mall, Velachery","Shop No 142, 1St Floor, Phoenix Market City Mall, Velachery, Next To Raymonds Showroom, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 10:00 PM,7428891148,4.9,2985
142,Rajakilpakkam,"Shop No 31, Plot No 1, Sembakkam, Mgr Street, Rajakilpakkam, Near To New Life Hospital, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:30 PM,7428891150,4.9,2973
143,Ambedkar Road,"Ssa Arcade, 10/1, Ground Floor, Dr Ambedkar Road, 4Th Avenue, Ashok Nagar, Opposite Thick Shake Factory, Chennai, Tamil Nadu, 600083",Chennai,11:00 AM to 09:30 PM,8929033731,4.9,2728
144,Flagship Store Avadi,"210, Nehru Bazar, Ph Road, Avadi, Near Chinnamman Temple, Chennai, Tamil Nadu, 600054",Chennai,10:30 AM to 09:30 PM,8447820963,4.9,1211
145,Pallavaram Market,"# 8/14, Indira Gandhi Road, C Pallavaram, Chennai, Tamil Nadu, 600043",Chennai,11:00 AM to 09:30 PM,9540845413,5.0,1122
146,Navalur,"Shop No 22, Rajiv Gandhi Salai, Navalur, Kanchipuram, Opposite Ags Cinemas, Chennai, Tamil Nadu, 603103",Chennai,11:00 AM to 09:00 PM,7428891158,4.9,2152
147,Besant Nagar,"11, Annai Velankani Road, Ashtalakshmi Garden, Besant Nagar, Chennai, Next To Axis Bank, Chennai, Tamil Nadu, 600090",Chennai,11:00 AM to 09:30 PM,9910380381,4.9,1440
148,Mowlivakkam,"5C, 212, Kundrathur Road, Moulivakkam, Chennai, Tamil Nadu, 600125",Chennai,11:00 AM to 09:30 PM,8447806514,4.9,1119
149,Madhanandapuram,"No 112, Mugalivakkam Main Road, Santhosh Nagar, Madhanandapuram, Chennai, Tamil Nadu, 600125",Chennai,11:00 AM to 09:30 PM,8929265275,4.9,531
150,Perungudi,"48, 4, Old Mahabalipuram Road, Tirumalai Nagar, Perungudi, Next To World Trade Centre, Chennai, Tamil Nadu, 600096",Chennai,11:00 AM to 09:30 PM,7303238239,4.9,1993
151,Karayanchavadi,"Ground Floor, Dj Complex, 52 Trunk Road, Karayanchavadi, Poonamalle, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM,9582511445,4.9,1362
152,Mount Road,"No 117/2, Mount Road, Anna Salai, Next To Sangam Hotel, Chennai, Tamil Nadu, 600002",Chennai,11:00 AM to 09:30 PM,8929338696,4.9,1062
153,Porur Arcot Road,"3, Arcot Road, Sai Nagar, Porur Arcot Road, Next To Sony Centre, Chennai, Tamil Nadu, 600116",Chennai,11:00 AM to 09:30 PM,9319374288,4.9,1207
154,Kilpauk,"62C, Ormes Road, Kilpauk, Next To Orms Junction, Chennai, Tamil Nadu, 600010",Chennai,11:00 AM to 09:30 PM,8588808657,4.8,949
155,Madipakkam,"Shop No 3, Medavakkam Main Road, Madipakkam, Below Indian Bank, Chennai, Tamil Nadu, 600091",Chennai,11:00 AM to 09:30 PM,7428891181,4.9,1729
156,200ft Radial Road,"Survey No 257/4-B, Zamin Pallavaram, 200ft Radial Road, Taluk Tambaram, District Kancheepuram, Chennai, Tamil Nadu, 600044",Chennai,11:00 AM to 09:30 PM,9582386812,4.9,1492
157,Flagship Store at Adyar,"Shop No 57, Kg Vallencia, First Main Road, Gandhi Nagar, Adyar, Opposite Ramkey Tvs, Chennai, Tamil Nadu, 600020",Chennai,11:00 AM to 09:30 PM,7428891182,4.9,2580
158,Porur,"23, Trunk Road, Jaya Nagar, Porur Junction, Chennai, Tamil Nadu, 600116",Chennai,11:00 AM to 09:30 PM,8929341371,4.8,1077
159,Valasaravakkam,"Shop No 173, RA Complex, Arcot Road, Opposite Idfc First Bank, Valasaravakkam, Chennai, Tamil Nadu, 600087",Chennai,11:00 AM to 09:30 PM,7428891183,4.9,2890
160,Oggiyamduraipakkam,"Plot No 6, 200 Ft Radial Road, Sai Nagar, Toll Plaza Thoraippakkam, Sai Nagar, Chennai, Tamil Nadu, 600097",Chennai,11:00 AM to 09:30 PM,7838290305,4.9,1750
161,Flagship Store Madipakkam,"No 11, Madipakkam, Main Road Kaiveli, Velachery, Opposite Barath Petrol Bunk, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM,8929342519,4.9,1624
162,Perambur,"Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011",Chennai,11:00 AM to 09:30 PM,8800442742,4.9,4130
163,Moggapair West,"Pc 2/6, Second Block, Moggapair West, Near Bharat Petroleum Petrol Pump, Chennai, Tamil Nadu, 600037",Chennai,10:30 AM to 09:30 PM,7428891190,4.8,1323
164,Kolathur,"No 66 & 67, Sivanandha Nagar, 200 Feet Road, Kolathur, Kolathur, Near Sendhil Nagar Bus Stop, Chennai, Tamil Nadu, 600099",Chennai,11:00 AM to 09:30 PM,9319359741,4.9,2534
165,Flagship Store at Thuraipakkam,"Shop No 5/351, Omr Road, Okkiyampettar, Thuraipakkam, Opposite Indian Oil Petrol Pump, Chennai, Tamil Nadu, 600097",Chennai,11:00 AM to 09:30 PM,7428891200,4.9,1724
166,Tambaram,"TJP Complex, GST Road, Tambaram Sanatorium, Tambaram, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM,8929341351,4.9,992
167,West Mambalam,"Shop No 37/B, Aryagowda Road, Postal Colony, West Mambalam, Opposite West Mambalam Post Office, Chennai, Tamil Nadu, 600033",Chennai,11:00 AM to 09:30 PM,7428890159,4.9,1863
168,Saidapet,"Old No 118, New Door No 16, Bazzar Road, Saidapet, Chennai, Tamil Nadu, 600015",Chennai,11:00 AM to 09:30 PM,8929346562,5.0,2265
169,RK Mutt Road,"234, Rk Mutt Road, Mylapore, Mylapore, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM,8447822476,4.9,1376
170,Keelkattalai,"#100, Ground Floor, Medavakam Main Road, Keelkattalai, Chennai, Tamil Nadu, 600117",Chennai,11:00 AM to 09:30 PM,9873091465,4.9,1566
171,"MKB Nagar, Chennai","No 22, Kambar Street, Vivekananda Nagar, Mkb Nagar, Kodungaiyur, Opposite Hp Petrol Pump, Chennai, Tamil Nadu, 600118",Chennai,11:00 AM to 09:30 PM,8447743721,4.9,1656
172,Hastinapuram,"52, Dr Rajendra Prasad Road, Kumudham Colony, Nehru Nagar, Hastinapuram, Chromepet, Chennai, Tamil Nadu, 600064",Chennai,11:00 AM to 09:30 PM,8929338318,4.9,1383
173,Injambakkam ECR,"Plot B, Survey No 56/1A Ground Floor, Promenade Sh49, Ecr Injambakkam, Opposite Vgp, Chennai, Tamil Nadu, 600115",Chennai,11:00 AM to 09:00 PM,8929165514,4.9,676
174,Chinmayanagar,"Survey No 102, Patta No 74, 104, Kaliamman Koil St, Virugambakkam, Chinmayanagar, Chennai, Tamil Nadu, 600092",Chennai,11:00 AM to 09:30 PM,9582549032,4.9,909
175,Nelson Manickam Road,"154/24 A, Nelson Manickam Road, Metha Nagar, Near Shobhan Babu Statue, Chennai, Tamil Nadu, 600029",Chennai,11:00 AM to 09:30 PM,8929341301,5.0,1824
176,MMDA Colony Arumbakkam,"No 26, Vinayagapuram Street, 1St Main Road, Mmda Colony Arumbakkam, Mmda Colony Arumbakkam, Opposite Apollo Pharmacy, Chennai, Tamil Nadu, 600106",Chennai,11:00 AM to 09:30 PM,8929508654,4.9,1394
177,Adambakkam Brindhavan Road,"5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088",Chennai,11:00 AM to 09:30 PM,8929311301,4.9,2995
178,18th Main Road Anna Nagar,"269, 18Th Main Road, Udhayam Colony, Anna Nagar, 18Th Main Road, Chennai, Tamil Nadu, 600040",Chennai,11:00 AM to 09:30 PM,8929266320,4.9,1494
179,Flagship Store at Chrompet,"Shop No 212, Ground Floor, Gst Road, , Chrompet, Near Chrompet Railway Station, Chennai, Tamil Nadu, 600044",Chennai,11:00 AM to 09:30 PM,7428891267,4.9,3070
180,Tambaram,"Shop No 12/B, Ground Floor, Kakkan Street, West Tambaram, Next To Vidhya Theatre, Chennai, Tamil Nadu, 600045",Chennai,11:00 AM to 09:30 PM,7428890263,4.9,1479
181,Perungalathur,"New No 24, Old No 42, Kalaignar Nedunchalai, Srinivasanagar, Perungalathur, Chennai, Tamil Nadu, 600063",Chennai,11:00 AM to 09:30 PM,7065344888,4.9,951
182,Flagship Store at Anna Nagar,"Shop No Ab152, Flat No 41B, 4Th Avenue, Shanthi Colony, Anna Nagar, Opposite Srivari Sweets, Chennai, Tamil Nadu, 600040",Chennai,11:00 AM to 09:30 PM,7428891289,4.9,7374
183,Kattupakkam,"2/220, Kattupakkam Main Road, No 47, Taluk Ponnamallee South, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM,9643883035,4.9,251
184,Triplicane,"203/360, Triplicane High Road, Triplicane, Opposite To South Indian Bank, Chennai, Tamil Nadu, 600005",Chennai,11:00 AM to 09:30 PM,8447731038,4.9,627
185,Adambakkam,"No 33 & 56, Old, Vellalar St, Near to Grace Super Market, Paramesh Nagar, Adambakkam, Chennai, Tamil Nadu, 600088",Chennai,11:00 AM to 09:30 PM,8376801687,4.9,1603
186,Mogappair,"G2, Block 1, Amm Towers, No 50, Thiruvalluvar Road, Mogappair East, Near Spartan School, Chennai, Tamil Nadu, 600037",Chennai,10:30 AM to 09:30 PM,7303765766,4.9,1261
187,Iyyappanthangal,"50, Arihant Square, Gf, Mt Poonamalle Raod, Iyyappanthangal, Near Smrc Kfc, Chennai, Tamil Nadu, 600056",Chennai,11:00 AM to 09:30 PM,9205952953,4.9,839
188,Marina Mall,"Shop No 21A, Second Floor, Survey 13/1A, Egatoor, Marina Mall, Near Lifestyle, Chennai, Tamil Nadu, 603103",Chennai,11:00 AM to 09:30 PM,7428891336,4.9,1498
189,Gowrivakkam,"Plot#1, Bhuvaneswari Nagar, Velacherri Main Road, Gowrivakkam, Next To Saibaba Temple Lane, Chennai, Tamil Nadu, 600073",Chennai,11:00 AM to 09:00 PM,8826611590,4.9,1305
190,Ayanavaram,"383, Konnur High Road, United India Nagar, Ayanavaram, Chennai, Tamil Nadu, 600023",Chennai,11:00 AM to 09:30 PM,9999213852,4.9,1140
191,Kundrathoor,"# 09, Thulukka Street, Kundrathur, Opposite City Union Bank, Chennai, Tamil Nadu, 600069",Chennai,11:00 AM to 09:30 PM,8929277895,4.9,1203
192,Nerkundram,"91, Poonamallee High Road, Nerkundram, Near City Union Bank, Chennai, Tamil Nadu, 600107",Chennai,11:00 AM to 09:30 PM,8929310928,4.9,1624
193,Villivakkam,"102/21 , Methu Street, Villivakkam, Opposite Bharat Petrol Pump, Chennai, Tamil Nadu, 600049",Chennai,11:00 AM to 09:30 PM,9899411027,4.9,482
194,Avadi,"#689, Cth Road, Avadi, Avadi, Next To Poorvika, Chennai, Tamil Nadu, 600054",Chennai,10:30 AM to 09:30 PM,9821311610,4.9,1957
195,"Redhills Road, Ambattur","No 128 , Redhills Main Road, Palaniyappa Nagar, Pudur, Ambattur, Opposite Emmanuel Methodist Matriculation Higher Secondary School, Chennai, Tamil Nadu, 600053",Chennai,10:30 AM to 09:30 PM,8447728572,4.9,1291
196,Medavakkam,"Plot#139, Vgp Vimala Nagar, Medavakkam, Chennai, Tamil Nadu, 600100",Chennai,11:00 AM to 09:00 PM,9810701602,4.9,1032
197,Manali,"21 A2, Kamarajar Salai Chinnasekkadu Manali, Village Taluka Thiruvottiyur, Jurisdiction Greater Tiruvallur, Chennai, Tamil Nadu, 600068",Chennai,11:00 AM to 09:30 PM,9953653074,5.0,330
198,Ayapakkam,"No 578/A,578/2, Village Ambattur, Ayyapakkam Road, Ambattur Taluk, Tiruvallur District, Next To Nayara Petrol Bunk, Chennai, Tamil Nadu, 600077",Chennai,10:30 AM to 09:30 PM,8929310237,4.9,967
199,Pallavaram,"7/9, Pammal Main Road, Opposite Radiance Pride, Pallavaram, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu, 600075",Chennai,11:00 AM to 09:30 PM,8800171520,4.9,1277
200,Aerohub Airport Mall,"No 1045, Aerohub, MLCP Block, Chennai International Airport, GST Road, Meenambakkam, Chennai, Tamil Nadu, 600027",Chennai,11:00 AM to 10:00 PM,8743814920,4.9,1286
201,Royapuram,"Municipal Door No 127/2, Mannarsamy Koil Street, Royapuram, Near Gk Jain School, Chennai, Tamil Nadu, 600013",Chennai,11:00 AM to 09:30 PM,7428891077,4.9,1441
202,Flagship Store at Ambattur,"Old No 605A, New No 490, Mth Road, Ambattur, Opposite Singapore Shopping, Chennai, Tamil Nadu, 600053",Chennai,10:30 AM to 09:30 PM,7428891080,4.9,2036
203,Annanagar East,"G/A, F/36, Kg Galaxy, 2Nd Avenue, , Annanagar East, Near Naidu Hall, Chennai, Tamil Nadu, 600102",Chennai,11:00 AM to 09:30 PM,7428891082,4.9,1627
204,Korattur,"Plot No 1163, 57Th Street Tnbh, Korattur, Near Korattur Bus Stand, Chennai, Tamil Nadu, 600080",Chennai,11:00 AM to 09:30 PM,8929443176,4.9,983
205,Vinayagapuram,"Door Old 34, New 98, Redhill Road, Kalpalayam, Vinayagapuram, Next To Axis Bank, Chennai, Tamil Nadu, 600099",Chennai,11:00 AM to 09:30 PM,8929271728,4.9,1205
206,Taramani Road,"Plot No 13 & 14, Ramagiri Layout, Tharamani Link Road, Velachery, Near Indus Ind Bank, Chennai, Tamil Nadu, 600042",Chennai,11:00 AM to 09:30 PM,8587908958,4.9,1462
207,Nexus Vijaya Mall,"Shop No 203, Second Floor, Nexus Vijaya Mall 183, Arcot Road, Vadapalani, Chennai, Tamil Nadu, 600026",Chennai,11:00 AM to 10:00 PM,8377901404,4.9,2486
208,Neelankarai,"No 349, East Coast Road, Neelankarai, Near K L Hospital, Chennai, Tamil Nadu, 600115",Chennai,11:00 AM to 09:30 PM,8929440543,4.9,1157
209,Pondy Bazar,"5/1& 4/1, Theyagaraya Road, T Nagar, Pondy Bazar, Opposite Grand Grt Hotal, Chennai, Tamil Nadu, 600017",Chennai,11:00 AM to 09:30 PM,8929338623,4.9,2192
210,City Centre Mall Mylapore,"1st Floor, City Centre Mall, Dr Radhakrishnan Salai, Mylapore, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM,9953881476,4.9,45
211,Maraimalai Nagar,"Hig 31, Nh 1, Vallal Mgr Road, Maraimalai Nagar, Kanchipuram, Chengalpattu, Maraimalai Nagar, Next To Spencers Super Market, Chennai, Tamil Nadu, 603204",Chennai,11:00 AM to 09:30 PM,8130901617,4.9,976
212,Mylapore,"Shop No 90, Ground Floor, Ganesha Towers, Dr Radha Krishnan Salai, Mylapore, Near Pnb, Chennai, Tamil Nadu, 600004",Chennai,11:00 AM to 09:30 PM,7428891098,4.9,1683
213,ECR Chennai,"New No 78 & Old No 53, Muttukadu Road, Thiruvanmiyur, Near Rto Office, Chennai, Tamil Nadu, 600041",Chennai,11:00 AM to 09:30 PM,7290891418,4.9,946
214,Raigarh,"D Cot Plaza, Carmel School Road, Jagatpur, Beside Bank Of Baroda, Raigarh, Chhattisgarh, 496001",Chhattisgarh,11:00 AM to 09:30 PM,8447744647,4.8,352
215,Supela,"Shop No 3/16, Circus Maidan Road, Dakshin Gangotri, Supela, Opposite Mela Ground, Bhilai, Chhattisgarh, 490023",Chhattisgarh,11:00 AM to 09:00 PM,7428890084,4.9,2625
216,Telibandha,"Ground Floor, House No 113/44, Khata No 1097, Khasra No 68/12, Ward No 32 Shaheel, Veer Narayan Singh Ward, Telibandha, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM,9711625907,4.9,743
217,Korba,"Plot No 12/E, Indra Commercial Centre Main Road, Ward No 13, Transport Nagar, Korba, Chhattisgarh, 495677",Chhattisgarh,11:00 AM to 10:00 PM,8929173778,,
218,New Rajendra Nagar,"Ground Floor, Shop No 2, 3 & 5, Amar Infra, Adjacent to Shree Krishna Hospital, New Rajendra Nagar, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM,7291993556,4.9,1017
219,Pandri Raipur,"Plot No 14, Khasra No 140, P.H No 109, Main Road, Pandri, Infront Of Shri Shivam Mall, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM,9711381480,4.8,893
220,Sarkanda,"Ground Floor, Patwari Halka No 33, Khasra No 23/17, Ward No 59, Shaheed Mangal Pandey Ward, Opposite Reliance Trends, Seepat Road, Sarkanda, Bilaspur, Chhattisgarh, 495006",Chhattisgarh,11:00 AM to 09:30 PM,7291990473,5.0,249
221,Rajnandgaon,"Block No 248, Stadium Road, Anupam Nagar, Near Samsung Showroom, Rajnandgaon, Chhattisgarh, 491441",Chhattisgarh,11:00 AM to 09:00 PM,8929266392,4.9,343
222,Mungeli Naka,Ground Floor,Chhattisgarh,11:00 AM to 09:30 PM,9582584594,4.9,328
223,Katora Talab,"Plot No 34, Ward 85/01, Near Sant Kanwar Chowk, Netaji Chowk, Main Road Katora Talab, Raipur, Chhattisgarh, 492001",Chhattisgarh,11:00 AM to 10:00 PM,8448811623,4.9,601
224,Link Road,"Shop No A/99, Link Road, Near Bukhari Petrol Pump, Bilaspur, Chhattisgarh, 495001",Chhattisgarh,11:00 AM to 09:00 PM,7428890197,4.6,349
225,Ambikapur,"Deviganj Road, Surguja, Deviganj Road, Near Shri Ram Industries, Ambikapur, Chhattisgarh, 497001",Chhattisgarh,11:00 AM to 09:00 PM,8929181538,4.9,389
226,Bhilai,"Plot No 3/B, Ground Floor, Opposite Hi Tek Hospital, Triveni Nagar, Durg, Bhilai, Chhattisgarh, 490020",Chhattisgarh,11:00 AM to 09:00 PM,7065045312,4.8,285
227,Ambuja Mall,"Unit No Ccrp 0116, 117, First Floor, Main Vidhan Sabha Rd, Mowa, Ambuja Mall, Near Food Court, Raipur, Chhattisgarh, 492007",Chhattisgarh,11:00 AM to 10:00 PM,7428891352,4.9,808
228,Shankar Nagar,"Plot No Mig 53, Sector 1, Ward No 31, Turning Point Square, Shankar Nagar, Raipur, Chhattisgarh, 492007",Chhattisgarh,11:00 AM to 10:00 PM,8447825228,4.8,719
229,Silvassa,"Shop No 12, Landmark, Tokarkhada, Silvassa, Dadra And Nagar Haveli, 396230",Dadra and Nagar Haveli,11:00 AM to 09:00 PM,9667153154,4.8,466
230,Chhatarpur,"Property Bearing No 14, Ground Floor, khasra No 619/10 & Old No 619/21, Situated in Extended Abadi of Lal Dora of Village Chhatarpur, Tehsil Hauz Khas, Mehrauli, New Delhi, 110074",Delhi,11:00 AM to 09:30 PM,8744082080,4.8,407
231,Jawahar Nagar,"Shop No 2, UA/29 Bungalow Road, Opposite Hansraj Girls Hostel, Jawahar Nagar, Delhi, 110007",Delhi,11:00 AM to 09:30 PM,8929811423,4.8,1464
232,Paschim Vihar,"Shop No A3/182, Ground Floor, Paschim Vihar, New Delhi, 110063",Delhi,11:00 AM to 09:30 PM,7428891110,4.8,853
233,Model Town,"Shop No 2, H4/6, Ground Floor, Model Town, New Delhi, 110009",Delhi,11:00 AM to 09:30 PM,7428891111,4.9,720
234,Old Rajendar Nagar,"Shop No 6/80, Ground Floor, Shankar Road, Old Rajendar Nagar, New Delhi, 110060",Delhi,11:00 AM to 09:30 PM,7428891112,4.8,929
235,Geeta Colony,"Shop No 11/13, Ground Floor, Geeta Colony, Delhi, 110031",Delhi,11:00 AM to 09:30 PM,9643075085,4.8,362
236,Vasundhra Enclave,"Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi, 110096",Delhi,11:00 AM to 09:30 PM,8929302372,4.9,491
237,"Sector 6, Dwarka","Shop No OG1 & OG2, Odion Plaza, Plot No 2, Sector 6 Central Market, Dwarka, New Delhi, 110075",Delhi,11:00 AM to 09:30 PM,7428891124,4.9,785
238,Vikaspuri,"Shop No 407, Soniapur, Block Kg 1, Near Pvr Vikaspuri, Vikaspuri, New Delhi, 110018",Delhi,11:00 AM to 09:30 PM,7428891125,4.9,1019
239,East Patel Nagar,"Shop No 18/30, Ground Floor, East Patel Nagar, New Delhi, 110008",Delhi,11:00 AM to 09:30 PM,7428891126,4.7,711
240,Naraina Vihar,"Shop No E- 36 A, Block E, Naraina Vihar, New Delhi, 110028",Delhi,11:00 AM to 09:30 PM,7428891127,4.9,2138
241,Sector 7 Rohini,"Property No 1, Pocket No C 9, Sector 7, Rohini, Near Rohini East Metro Station, New Delhi, 110031",Delhi,11:00 AM to 09:30 PM,8447731771,4.9,1180
242,Dwarka Mor,"Shop No C-1/4&5, Ground Floor, Rama Park, Nawada, Uttam Nagar, Near Dwarka Mor Metro Station, New Delhi, 110059",Delhi,11:00 AM to 09:30 PM,8447892802,4.9,416
243,Amar Colony,"C 8 Amar Colony Market, Amar Colony, New Delhi, 110024",Delhi,11:00 AM to 09:30 PM,7303157158,4.8,723
244,Sector 17 Rohini,"A 25 & 26, Ground Floor, Pocket 1, Sector 17, Rohini, Delhi, 110089",Delhi,11:00 AM to 09:30 PM,7065045112,4.9,1294
245,SDA Market,"Shop No C 15/A, SDA Market, Near Chaayos, Delhi, 110016",Delhi,11:00 AM to 09:30 PM,9319372677,4.9,1242
246,"Sector 9, Rohini","Shop No G9 & G10, Vikas Surya Tower, Sector 9, DC Chowk, Rohini, New Delhi, 110085",Delhi,11:00 AM to 09:30 PM,7428891149,4.8,913
247,Kalkaji,"Shop No H10 A, Ground Floor, Kalkaji Main Market, New Delhi, 110019",Delhi,11:00 AM to 09:30 PM,7428891153,4.8,1023
248,"Sector 8, RK Puram","Shop No 14, Main Market, Sector 8, Near HDFC Bank, RK Puram, New Delhi, 110022",Delhi,11:00 AM to 09:30 PM,7428891154,4.8,960
249,Kapashera Border New Delhi,"Shop No 8, Ground Floor, khasra No 1285, Near Fun and Food Village, Kapashera Border, New Delhi, 110037",Delhi,11:00 AM to 09:30 PM,1149073860,,
250,Janakpuri District Centre,"Shop No G2 B, Janak Place, Janakpuri District Centre, New Delhi, 110058",Delhi,11:00 AM to 09:30 PM,7428891155,4.7,565
251,Green Park Main Market,"S2B, Ground Floor, Green Park Main Market, Near Bandhan Bank, New Delhi, 110016",Delhi,11:00 AM to 09:30 PM,7428891156,4.6,632
252,Durgapuri,"1449/118B, Main 100 Ft Road, Shahdara, Durgapuri, Delhi, 110093",Delhi,11:00 AM to 09:30 PM,8376908797,4.8,700
253,Masoodpur Vasant Kunj,"Shop No C9, Masoodpur, Opposite Mother Dairy, Vasant Kunj, New Delhi, 110070",Delhi,11:00 AM to 09:30 PM,7428891161,4.6,737
254,"Lal Quarters, Krishna Nagar","Shop No B 6/1, Mandir Lane, Lal Quarters, Krishna Nagar, New Delhi, 110051",Delhi,11:00 AM to 09:30 PM,7428891162,4.6,480
255,Narela,"Khasra No 123, Main Arya Samaj Road, Pana Mamurpur, Near Ramdev Chock, Narela, Delhi, 110040",Delhi,11:00 AM to 09:30 PM,8375819311,4.8,180
256,Flagship Store Greater Kailash 2,"Plot No 38, Ground Floor, M Block, Greater Kailash 2, New Delhi, 110048",Delhi,11:00 AM to 10:00 PM,8929330350,4.9,342
257,"Hudson Lane, GTB Nagar","Shop No 2513, Ground Floor, Hudson Lane, GTB Nagar, New Delhi, 110009",Delhi,11:00 AM to 09:30 PM,7428891175,4.8,1859
258,Pacific Mall Dwarka,"Shop No Sh/Gf/07, Ground Floor, Pacific Mall, Metro Station Line 3, Near Metro Station Entry Gate, Sector 21, Dwarka, Delhi, 110077",Delhi,11:00 AM to 09:30 PM,8588931408,4.9,540
259,Tilak Nagar,"D 118, Jail Road, Fateh Nagar, Tilak Nagar, Delhi, 110018",Delhi,11:00 AM to 09:30 PM,9999841457,4.9,1752
260,Sarita Vihar,"Shop No 1, Plot No 8, LSC Pocket H Market, Sarita Vihar Metro Station, Sarita Vihar, New Delhi, 110076",Delhi,11:00 AM to 09:30 PM,7428891188,4.8,1183
261,Rohtas Nagar Shahdara,"1/9635, Pratap Pura, Hanuman Road, Street No 5, Shahdara, Delhi, 110032",Delhi,11:00 AM to 09:30 PM,8929302322,4.9,394
262,Vegas Mall,"Shop No 90, Groud Floor, Block B, Vegas Mall, Near Sector 14 Metro Station, Sector 14, Dwarka, New Delhi, 110075",Delhi,11:00 AM to 09:30 PM,7042211409,4.9,1546
